id_lectura,id_sensor,id_lote,temperatura,humedad,timestamp,_tipo_proceso,_es_anomalia,_tipo_anomalia
60,1,1,27.71,65.0,2026-06-01 15:50:00,lavado,False,
61,1,1,28.77,65.0,2026-06-01 16:00:00,lavado,False,
62,1,1,27.56,65.0,2026-06-01 16:10:00,lavado,False,
63,1,1,28.81,65.0,2026-06-01 16:20:00,lavado,False,
64,1,1,27.73,65.0,2026-06-01 16:30:00,lavado,False,
65,1,1,26.77,65.0,2026-06-01 16:40:00,lavado,False,
66,1,1,27.49,65.0,2026-06-01 16:50:00,lavado,False,
67,1,1,41.45,65.0,2026-06-01 17:00:00,lavado,True,fluctuacion_termica
68,1,1,27.65,65.0,2026-06-01 17:10:00,lavado,False,
69,1,1,27.19,63.72,2026-06-01 17:20:00,lavado,False,
70,1,1,27.28,64.74,2026-06-01 17:30:00,lavado,False,
71,1,1,28.52,65.0,2026-06-01 17:40:00,lavado,False,
72,1,1,42.1,62.95,2026-06-01 17:50:00,lavado,True,temperatura_alta
73,1,1,25.61,65.0,2026-06-01 18:00:00,lavado,False,
74,1,1,26.54,64.98,2026-06-01 18:10:00,lavado,False,
75,1,1,24.76,65.0,2026-06-01 18:20:00,lavado,False,
76,1,1,26.34,61.34,2026-06-01 18:30:00,lavado,False,
77,1,1,25.43,63.87,2026-06-01 18:40:00,lavado,False,
78,1,1,25.68,62.53,2026-06-01 18:50:00,lavado,False,
79,1,1,25.38,62.39,2026-06-01 19:00:00,lavado,False,
80,1,1,25.42,65.0,2026-06-01 19:10:00,lavado,False,
81,1,1,23.08,61.98,2026-06-01 19:20:00,lavado,False,
82,1,1,25.11,62.83,2026-06-01 19:30:00,lavado,False,
83,1,1,24.51,92.17,2026-06-01 19:40:00,lavado,True,humedad_critica
84,1,1,26.03,58.76,2026-06-01 19:50:00,lavado,False,
85,1,1,25.19,60.97,2026-06-01 20:00:00,lavado,False,
86,1,1,24.3,59.32,2026-06-01 20:10:00,lavado,False,
87,1,1,23.94,63.84,2026-06-01 20:20:00,lavado,False,
88,1,1,24.53,64.51,2026-06-01 20:30:00,lavado,False,
89,1,1,24.87,61.75,2026-06-01 20:40:00,lavado,False,
90,1,1,25.19,61.57,2026-06-01 20:50:00,lavado,False,
91,1,1,110.72,59.93,2026-06-01 21:00:00,lavado,True,valor_imposible
92,1,1,22.61,61.93,2026-06-01 21:10:00,lavado,False,
93,1,1,23.28,62.55,2026-06-01 21:20:00,lavado,False,
94,1,1,23.93,63.7,2026-06-01 21:30:00,lavado,False,
95,1,1,23.81,56.78,2026-06-01 21:40:00,lavado,False,
96,1,1,23.07,57.45,2026-06-01 21:50:00,lavado,False,
97,1,1,5.85,62.69,2026-06-01 22:00:00,lavado,True,fluctuacion_termica
98,1,1,22.14,59.62,2026-06-01 22:10:00,lavado,False,
99,1,1,21.9,58.1,2026-06-01 22:20:00,lavado,False,
100,1,1,23.05,61.66,2026-06-01 22:30:00,lavado,False,
101,1,1,23.23,54.68,2026-06-01 22:40:00,lavado,False,
102,1,1,22.93,59.32,2026-06-01 22:50:00,lavado,False,
103,1,1,22.97,62.34,2026-06-01 23:00:00,lavado,False,
104,1,1,89.1,57.86,2026-06-01 23:10:00,lavado,True,valor_imposible
105,1,1,23.74,59.73,2026-06-01 23:20:00,lavado,False,
106,1,1,23.21,57.81,2026-06-01 23:30:00,lavado,False,
107,1,1,23.17,-2.29,2026-06-01 23:40:00,lavado,True,valor_imposible
108,1,1,21.81,58.59,2026-06-01 23:50:00,lavado,False,
109,1,1,22.38,59.64,2026-06-02 00:00:00,lavado,False,
110,1,1,23.3,56.75,2026-06-02 00:10:00,lavado,False,
111,1,1,22.42,61.84,2026-06-02 00:20:00,lavado,False,
112,1,1,21.94,57.24,2026-06-02 00:30:00,lavado,False,
113,1,1,22.72,60.6,2026-06-02 00:40:00,lavado,False,
114,1,1,22.6,61.6,2026-06-02 00:50:00,lavado,False,
115,1,1,23.32,60.67,2026-06-02 01:00:00,lavado,False,
116,1,1,23.13,63.69,2026-06-02 01:10:00,lavado,False,
117,1,1,22.58,55.09,2026-06-02 01:20:00,lavado,False,
118,1,1,24.09,58.25,2026-06-02 01:30:00,lavado,False,
119,1,1,22.96,61.86,2026-06-02 01:40:00,lavado,False,
120,1,1,21.67,56.82,2026-06-02 01:50:00,lavado,False,
121,1,1,21.75,57.83,2026-06-02 02:00:00,lavado,False,
122,1,1,23.48,60.57,2026-06-02 02:10:00,lavado,False,
123,1,1,23.44,56.81,2026-06-02 02:20:00,lavado,False,
124,1,1,21.48,59.86,2026-06-02 02:30:00,lavado,False,
125,1,1,23.06,60.8,2026-06-02 02:40:00,lavado,False,
126,1,1,24.11,60.29,2026-06-02 02:50:00,lavado,False,
127,1,1,24.28,60.61,2026-06-02 03:00:00,lavado,False,
128,1,1,24.22,58.89,2026-06-02 03:10:00,lavado,False,
129,1,1,23.79,60.85,2026-06-02 03:20:00,lavado,False,
130,1,1,23.79,60.85,2026-06-02 03:30:00,lavado,True,lectura_estancada
131,1,1,24.62,60.25,2026-06-02 03:40:00,lavado,False,
132,1,1,24.26,62.61,2026-06-02 03:50:00,lavado,False,
133,1,1,22.91,58.53,2026-06-02 04:00:00,lavado,False,
134,1,1,23.47,56.64,2026-06-02 04:10:00,lavado,False,
135,1,1,24.27,62.99,2026-06-02 04:20:00,lavado,False,
136,1,1,24.74,62.07,2026-06-02 04:30:00,lavado,False,
137,1,1,,64.53,2026-06-02 04:40:00,lavado,False,
138,1,1,25.24,64.78,2026-06-02 04:50:00,lavado,False,
139,1,1,25.54,60.59,2026-06-02 05:00:00,lavado,False,
140,1,1,25.16,59.51,2026-06-02 05:10:00,lavado,False,
141,1,1,25.09,61.96,2026-06-02 05:20:00,lavado,False,
142,1,1,106.57,65.0,2026-06-02 05:30:00,lavado,True,valor_imposible
143,1,1,26.53,62.82,2026-06-02 05:40:00,lavado,False,
144,1,1,24.86,65.0,2026-06-02 05:50:00,lavado,False,
145,1,1,26.02,62.43,2026-06-02 06:00:00,lavado,False,
146,1,1,25.82,62.4,2026-06-02 06:10:00,lavado,False,
147,1,1,27.19,63.54,2026-06-02 06:20:00,lavado,False,
148,1,1,27.29,64.84,2026-06-02 06:30:00,lavado,False,
149,1,1,28.25,63.64,2026-06-02 06:40:00,lavado,False,
150,1,1,26.18,65.0,2026-06-02 06:50:00,lavado,False,
151,1,1,27.27,65.0,2026-06-02 07:00:00,lavado,False,
152,1,1,28.01,64.67,2026-06-02 07:10:00,lavado,False,
153,1,1,28.15,65.0,2026-06-02 07:20:00,lavado,False,
154,1,1,29.69,65.0,2026-06-02 07:30:00,lavado,False,
155,1,1,28.32,65.0,2026-06-02 07:40:00,lavado,False,
156,1,1,13.2,65.0,2026-06-02 07:50:00,lavado,True,fluctuacion_termica
157,1,1,27.83,,2026-06-02 08:00:00,lavado,False,
158,1,1,26.99,63.81,2026-06-02 08:10:00,lavado,False,
159,1,1,15.08,65.0,2026-06-02 08:20:00,lavado,True,fluctuacion_termica
160,1,1,28.17,65.0,2026-06-02 08:30:00,lavado,False,
161,1,1,28.75,65.0,2026-06-02 08:40:00,lavado,False,
162,1,1,29.35,65.0,2026-06-02 08:50:00,lavado,False,
163,1,1,29.06,65.0,2026-06-02 09:00:00,lavado,False,
164,1,1,28.54,65.0,2026-06-02 09:10:00,lavado,False,
165,1,1,31.64,65.0,2026-06-02 09:20:00,lavado,False,
166,1,1,30.82,97.21,2026-06-02 09:30:00,lavado,True,humedad_critica
167,1,1,29.73,65.0,2026-06-02 09:40:00,lavado,False,
168,1,1,29.25,65.0,2026-06-02 09:50:00,lavado,False,
169,1,1,29.28,65.0,2026-06-02 10:00:00,lavado,False,
170,1,1,30.92,65.0,2026-06-02 10:10:00,lavado,False,
171,1,1,29.9,65.0,2026-06-02 10:20:00,lavado,False,
172,1,1,29.95,65.0,2026-06-02 10:30:00,lavado,False,
173,1,1,28.79,65.0,2026-06-02 10:40:00,lavado,False,
174,1,1,28.72,64.97,2026-06-02 10:50:00,lavado,False,
175,1,1,31.45,81.2,2026-06-02 11:00:00,lavado,True,humedad_ambiental_alta
176,1,1,28.03,65.0,2026-06-02 11:10:00,lavado,False,
177,1,1,16.25,65.0,2026-06-02 11:20:00,lavado,True,fluctuacion_termica
178,1,1,29.22,65.0,2026-06-02 11:30:00,lavado,False,
179,1,1,30.56,65.0,2026-06-02 11:40:00,lavado,False,
180,1,1,31.13,65.0,2026-06-02 11:50:00,lavado,False,
181,1,1,31.03,65.0,2026-06-02 12:00:00,lavado,False,
182,1,1,31.21,65.0,2026-06-02 12:10:00,lavado,False,
183,1,1,29.71,65.0,2026-06-02 12:20:00,lavado,False,
184,1,1,31.53,65.0,2026-06-02 12:30:00,lavado,False,
185,1,1,31.56,65.0,2026-06-02 12:40:00,lavado,False,
186,1,1,31.57,65.0,2026-06-02 12:50:00,lavado,False,
187,1,1,30.57,65.0,2026-06-02 13:00:00,lavado,False,
188,1,1,30.03,65.0,2026-06-02 13:10:00,lavado,False,
189,1,1,29.9,65.0,2026-06-02 13:20:00,lavado,False,
190,1,1,28.94,65.0,2026-06-02 13:30:00,lavado,False,
191,1,1,29.69,65.0,2026-06-02 13:40:00,lavado,False,
192,1,1,28.13,65.0,2026-06-02 13:50:00,lavado,False,
193,1,1,28.61,65.0,2026-06-02 14:00:00,lavado,False,
194,1,1,30.07,65.0,2026-06-02 14:10:00,lavado,False,
195,1,1,29.57,65.0,2026-06-02 14:20:00,lavado,False,
196,1,1,29.84,64.92,2026-06-02 14:30:00,lavado,False,
197,1,1,30.13,65.0,2026-06-02 14:40:00,lavado,False,
198,1,1,29.76,65.0,2026-06-02 14:50:00,lavado,False,
199,1,1,29.57,65.0,2026-06-02 15:00:00,lavado,False,
200,1,1,29.13,65.0,2026-06-02 15:10:00,lavado,False,
201,1,1,28.47,64.06,2026-06-02 15:20:00,lavado,False,
202,1,1,27.94,64.17,2026-06-02 15:30:00,lavado,False,
203,1,1,28.74,65.0,2026-06-02 15:40:00,lavado,False,
204,1,1,28.69,64.04,2026-06-02 15:50:00,lavado,False,
205,1,1,29.22,65.0,2026-06-02 16:00:00,lavado,False,
206,1,1,28.22,84.48,2026-06-02 16:10:00,lavado,True,humedad_ambiental_alta
207,1,1,28.34,62.07,2026-06-02 16:20:00,lavado,False,
208,1,1,27.98,86.34,2026-06-02 16:30:00,lavado,True,humedad_ambiental_alta
209,1,1,26.7,65.0,2026-06-02 16:40:00,lavado,False,
210,1,1,28.7,63.82,2026-06-02 16:50:00,lavado,False,
211,1,1,27.83,59.28,2026-06-02 17:00:00,lavado,False,
212,1,1,26.44,63.29,2026-06-02 17:10:00,lavado,False,
213,1,1,26.34,65.0,2026-06-02 17:20:00,lavado,False,
214,1,1,28.62,61.08,2026-06-02 17:30:00,lavado,False,
215,1,1,26.18,63.68,2026-06-02 17:40:00,lavado,False,
216,1,1,27.96,60.53,2026-06-02 17:50:00,lavado,False,
217,1,1,26.7,65.0,2026-06-02 18:00:00,lavado,False,
218,1,1,25.0,59.96,2026-06-02 18:10:00,lavado,False,
219,1,1,25.81,61.25,2026-06-02 18:20:00,lavado,False,
220,1,1,26.63,62.55,2026-06-02 18:30:00,lavado,False,
221,1,1,24.39,62.87,2026-06-02 18:40:00,lavado,False,
222,1,1,25.17,64.16,2026-06-02 18:50:00,lavado,False,
223,1,1,24.96,3.23,2026-06-02 19:00:00,lavado,True,valor_imposible
224,1,1,25.66,57.8,2026-06-02 19:10:00,lavado,False,
225,1,1,25.56,58.89,2026-06-02 19:20:00,lavado,False,
226,1,1,25.16,57.89,2026-06-02 19:30:00,lavado,False,
227,1,1,25.17,58.92,2026-06-02 19:40:00,lavado,False,
228,1,1,23.63,61.75,2026-06-02 19:50:00,lavado,False,
229,1,1,24.69,58.89,2026-06-02 20:00:00,lavado,False,
230,1,1,25.51,59.04,2026-06-02 20:10:00,lavado,False,
231,1,1,24.23,60.27,2026-06-02 20:20:00,lavado,False,
232,1,1,23.57,60.49,2026-06-02 20:30:00,lavado,False,
233,1,1,23.5,58.54,2026-06-02 20:40:00,lavado,False,
234,1,1,24.89,57.11,2026-06-02 20:50:00,lavado,False,
235,1,1,21.74,62.25,2026-06-02 21:00:00,lavado,False,
236,1,1,25.59,58.05,2026-06-02 21:10:00,lavado,False,
237,1,1,21.89,58.09,2026-06-02 21:20:00,lavado,False,
238,1,1,21.89,58.09,2026-06-02 21:30:00,lavado,True,lectura_estancada
239,1,1,23.69,59.47,2026-06-02 21:40:00,lavado,False,
240,1,1,21.93,59.69,2026-06-02 21:50:00,lavado,False,
241,1,1,24.68,58.51,2026-06-02 22:00:00,lavado,False,
242,1,1,22.68,57.77,2026-06-02 22:10:00,lavado,False,
243,1,1,23.37,54.48,2026-06-02 22:20:00,lavado,False,
244,1,1,22.94,57.07,2026-06-02 22:30:00,lavado,False,
245,1,1,24.22,57.41,2026-06-02 22:40:00,lavado,False,
246,1,1,24.02,55.47,2026-06-02 22:50:00,lavado,False,
247,1,1,23.11,58.24,2026-06-02 23:00:00,lavado,False,
248,1,1,21.9,83.43,2026-06-02 23:10:00,lavado,True,humedad_ambiental_alta
249,1,1,22.3,54.11,2026-06-02 23:20:00,lavado,False,
250,1,1,22.52,55.64,2026-06-02 23:30:00,lavado,False,
251,1,1,22.24,57.25,2026-06-02 23:40:00,lavado,False,
252,1,1,21.14,54.16,2026-06-02 23:50:00,lavado,False,
253,1,1,22.89,56.33,2026-06-03 00:00:00,lavado,False,
254,1,1,20.45,58.94,2026-06-03 00:10:00,lavado,False,
255,1,1,22.73,55.94,2026-06-03 00:20:00,lavado,False,
256,1,1,21.48,59.06,2026-06-03 00:30:00,lavado,False,
257,1,1,22.84,62.17,2026-06-03 00:40:00,lavado,False,
258,1,1,22.93,58.21,2026-06-03 00:50:00,lavado,False,
259,1,1,22.5,59.11,2026-06-03 01:00:00,lavado,False,
260,1,1,23.19,60.03,2026-06-03 01:10:00,lavado,False,
261,1,1,22.32,56.72,2026-06-03 01:20:00,lavado,False,
262,1,1,22.42,59.24,2026-06-03 01:30:00,lavado,False,
263,1,1,24.07,56.82,2026-06-03 01:40:00,lavado,False,
264,1,1,22.61,58.45,2026-06-03 01:50:00,lavado,False,
265,1,1,22.84,59.82,2026-06-03 02:00:00,lavado,False,
266,1,1,21.33,82.46,2026-06-03 02:10:00,lavado,True,humedad_ambiental_alta
267,1,1,22.45,56.3,2026-06-03 02:20:00,lavado,False,
268,1,1,23.17,60.48,2026-06-03 02:30:00,lavado,False,
269,1,1,23.24,56.31,2026-06-03 02:40:00,lavado,False,
270,1,1,23.51,60.61,2026-06-03 02:50:00,lavado,False,
271,1,1,22.89,56.83,2026-06-03 03:00:00,lavado,False,
272,1,1,24.24,58.35,2026-06-03 03:10:00,lavado,False,
273,1,1,24.45,58.92,2026-06-03 03:20:00,lavado,False,
274,1,1,24.63,57.04,2026-06-03 03:30:00,lavado,False,
275,1,1,24.2,58.85,2026-06-03 03:40:00,lavado,False,
276,1,1,23.38,56.32,2026-06-03 03:50:00,lavado,False,
277,1,1,25.05,58.92,2026-06-03 04:00:00,lavado,False,
278,1,1,41.29,59.61,2026-06-03 04:10:00,lavado,True,temperatura_alta
279,1,1,22.98,57.0,2026-06-03 04:20:00,lavado,False,
280,1,1,24.23,63.1,2026-06-03 04:30:00,lavado,False,
281,1,1,25.36,61.91,2026-06-03 04:40:00,lavado,False,
282,1,1,24.39,58.33,2026-06-03 04:50:00,lavado,False,
283,1,1,25.82,60.88,2026-06-03 05:00:00,lavado,False,
284,1,1,26.07,60.59,2026-06-03 05:10:00,lavado,False,
285,1,1,26.03,61.49,2026-06-03 05:20:00,lavado,False,
286,1,1,26.6,62.99,2026-06-03 05:30:00,lavado,False,
287,1,1,24.86,57.09,2026-06-03 05:40:00,lavado,False,
288,1,1,27.13,64.17,2026-06-03 05:50:00,lavado,False,
289,1,1,25.68,58.28,2026-06-03 06:00:00,lavado,False,
290,1,1,26.75,64.07,2026-06-03 06:10:00,lavado,False,
291,1,1,28.29,63.44,2026-06-03 06:20:00,lavado,False,
292,1,1,26.72,89.19,2026-06-03 06:30:00,lavado,True,humedad_ambiental_alta
293,1,1,26.38,65.0,2026-06-03 06:40:00,lavado,False,
294,1,1,28.79,65.0,2026-06-03 06:50:00,lavado,False,
295,1,1,26.8,64.94,2026-06-03 07:00:00,lavado,False,
296,1,1,28.21,64.31,2026-06-03 07:10:00,lavado,False,
297,1,1,28.87,64.89,2026-06-03 07:20:00,lavado,False,
298,1,1,28.62,65.0,2026-06-03 07:30:00,lavado,False,
299,1,1,28.46,60.44,2026-06-03 07:40:00,lavado,False,
300,1,1,28.41,63.08,2026-06-03 07:50:00,lavado,False,
301,1,1,27.48,65.0,2026-06-03 08:00:00,lavado,False,
302,1,1,30.03,65.0,2026-06-03 08:10:00,lavado,False,
303,1,1,29.0,65.0,2026-06-03 08:20:00,lavado,False,
304,1,1,28.94,65.0,2026-06-03 08:30:00,lavado,False,
305,1,1,28.2,65.0,2026-06-03 08:40:00,lavado,False,
306,1,1,29.25,62.59,2026-06-03 08:50:00,lavado,False,
307,1,1,29.29,65.0,2026-06-03 09:00:00,lavado,False,
308,1,1,30.89,65.0,2026-06-03 09:10:00,lavado,False,
309,1,1,29.57,65.0,2026-06-03 09:20:00,lavado,False,
310,1,1,29.71,65.0,2026-06-03 09:30:00,lavado,False,
311,1,1,28.91,65.0,2026-06-03 09:40:00,lavado,False,
312,1,1,29.28,82.95,2026-06-03 09:50:00,lavado,True,humedad_ambiental_alta
313,1,1,30.28,62.5,2026-06-03 10:00:00,lavado,False,
314,1,1,29.95,65.0,2026-06-03 10:10:00,lavado,False,
315,1,1,30.97,65.0,2026-06-03 10:20:00,lavado,False,
316,1,1,30.23,64.65,2026-06-03 10:30:00,lavado,False,
317,1,1,29.39,,2026-06-03 10:40:00,lavado,False,
318,1,1,30.62,65.0,2026-06-03 10:50:00,lavado,False,
319,1,1,31.24,65.0,2026-06-03 11:00:00,lavado,False,
320,1,1,31.24,65.0,2026-06-03 11:10:00,lavado,True,lectura_estancada
321,1,1,30.28,65.0,2026-06-03 11:20:00,lavado,False,
322,1,1,30.67,65.0,2026-06-03 11:30:00,lavado,False,
323,1,1,29.98,65.0,2026-06-03 11:40:00,lavado,False,
324,1,1,30.17,65.0,2026-06-03 11:50:00,lavado,False,
325,1,1,30.72,64.34,2026-06-03 12:00:00,lavado,False,
326,1,1,30.11,65.0,2026-06-03 12:10:00,lavado,False,
327,1,1,29.56,62.35,2026-06-03 12:20:00,lavado,False,
328,1,1,28.98,65.0,2026-06-03 12:30:00,lavado,False,
329,1,1,30.46,65.0,2026-06-03 12:40:00,lavado,False,
330,1,1,31.38,61.11,2026-06-03 12:50:00,lavado,False,
331,1,1,30.68,65.0,2026-06-03 13:00:00,lavado,False,
332,1,1,29.41,65.0,2026-06-03 13:10:00,lavado,False,
333,1,1,29.66,64.45,2026-06-03 13:20:00,lavado,False,
334,1,1,29.93,65.0,2026-06-03 13:30:00,lavado,False,
335,1,1,31.6,65.0,2026-06-03 13:40:00,lavado,False,
336,1,1,31.57,65.0,2026-06-03 13:50:00,lavado,False,
337,1,1,31.37,65.0,2026-06-03 14:00:00,lavado,False,
338,1,1,29.98,65.0,2026-06-03 14:10:00,lavado,False,
339,1,1,,65.0,2026-06-03 14:20:00,lavado,False,
340,1,1,29.11,65.0,2026-06-03 14:30:00,lavado,False,
341,1,1,29.27,64.31,2026-06-03 14:40:00,lavado,False,
342,1,1,30.18,65.0,2026-06-03 14:50:00,lavado,False,
343,1,1,29.55,65.0,2026-06-03 15:00:00,lavado,False,
344,1,1,11.74,65.0,2026-06-03 15:10:00,lavado,True,fluctuacion_termica
345,1,1,28.29,61.74,2026-06-03 15:20:00,lavado,False,
346,1,1,28.89,64.61,2026-06-03 15:30:00,lavado,False,
347,1,1,28.24,65.0,2026-06-03 15:40:00,lavado,False,
348,1,1,27.58,63.25,2026-06-03 15:50:00,lavado,False,
349,1,1,28.03,63.78,2026-06-03 16:00:00,lavado,False,
350,1,1,28.57,97.59,2026-06-03 16:10:00,lavado,True,humedad_critica
351,1,1,28.24,59.68,2026-06-03 16:20:00,lavado,False,
352,1,1,43.06,63.23,2026-06-03 16:30:00,lavado,True,temperatura_alta
353,1,1,27.85,63.49,2026-06-03 16:40:00,lavado,False,
354,1,1,28.46,60.6,2026-06-03 16:50:00,lavado,False,
355,1,1,26.6,60.42,2026-06-03 17:00:00,lavado,False,
356,1,1,27.6,64.87,2026-06-03 17:10:00,lavado,False,
357,1,1,26.85,57.15,2026-06-03 17:20:00,lavado,False,
358,1,1,25.66,60.26,2026-06-03 17:30:00,lavado,False,
359,1,1,26.4,60.89,2026-06-03 17:40:00,lavado,False,
360,1,1,26.71,88.52,2026-06-03 17:50:00,lavado,True,humedad_ambiental_alta
361,1,1,25.96,59.52,2026-06-03 18:00:00,lavado,False,
362,1,1,26.71,57.95,2026-06-03 18:10:00,lavado,False,
363,1,1,26.46,61.0,2026-06-03 18:20:00,lavado,False,
364,1,1,25.86,63.74,2026-06-03 18:30:00,lavado,False,
365,1,1,25.31,64.46,2026-06-03 18:40:00,lavado,False,
366,1,1,25.45,57.56,2026-06-03 18:50:00,lavado,False,
367,1,1,25.52,57.74,2026-06-03 19:00:00,lavado,False,
368,1,1,24.7,60.46,2026-06-03 19:10:00,lavado,False,
369,1,1,25.58,58.21,2026-06-03 19:20:00,lavado,False,
370,1,1,25.76,61.55,2026-06-03 19:30:00,lavado,False,
371,1,1,25.96,60.09,2026-06-03 19:40:00,lavado,False,
372,1,1,25.74,55.06,2026-06-03 19:50:00,lavado,False,
373,1,1,24.25,56.89,2026-06-03 20:00:00,lavado,False,
374,1,1,24.45,57.28,2026-06-03 20:10:00,lavado,False,
375,1,1,,93.37,2026-06-03 20:20:00,lavado,True,humedad_critica
376,1,1,23.88,58.2,2026-06-03 20:30:00,lavado,False,
377,1,1,23.93,58.76,2026-06-03 20:40:00,lavado,False,
378,1,1,24.73,60.99,2026-06-03 20:50:00,lavado,False,
379,1,1,23.92,58.7,2026-06-03 21:00:00,lavado,False,
380,1,1,22.63,57.19,2026-06-03 21:10:00,lavado,False,
381,1,1,24.19,58.94,2026-06-03 21:20:00,lavado,False,
382,1,1,23.5,58.83,2026-06-03 21:30:00,lavado,False,
383,1,1,23.62,59.32,2026-06-03 21:40:00,lavado,False,
384,1,1,23.36,56.08,2026-06-03 21:50:00,lavado,False,
385,1,1,23.3,50.81,2026-06-03 22:00:00,lavado,False,
386,1,1,23.26,49.25,2026-06-03 22:10:00,lavado,False,
387,1,1,21.5,57.35,2026-06-03 22:20:00,lavado,False,
388,1,1,37.24,54.02,2026-06-03 22:30:00,lavado,True,fluctuacion_termica
389,1,1,22.35,60.74,2026-06-03 22:40:00,lavado,False,
390,1,1,22.68,56.99,2026-06-03 22:50:00,lavado,False,
391,1,1,23.93,56.37,2026-06-03 23:00:00,lavado,False,
392,1,1,21.79,55.82,2026-06-03 23:10:00,lavado,False,
393,1,1,22.53,53.26,2026-06-03 23:20:00,lavado,False,
394,1,1,22.33,54.46,2026-06-03 23:30:00,lavado,False,
395,1,1,40.61,55.98,2026-06-03 23:40:00,lavado,True,temperatura_alta
396,1,1,22.42,56.33,2026-06-03 23:50:00,lavado,False,
397,1,1,22.99,53.87,2026-06-04 00:00:00,lavado,False,
398,1,1,21.67,58.08,2026-06-04 00:10:00,lavado,False,
399,1,1,22.19,53.04,2026-06-04 00:20:00,lavado,False,
400,1,1,22.89,56.81,2026-06-04 00:30:00,lavado,False,
