id_lectura,id_sensor,id_lote,temperatura,humedad,timestamp
44,1,1,30.75,65.0,2026-06-01 13:10:00
45,1,1,30.14,65.0,2026-06-01 13:20:00
46,1,1,30.02,65.0,2026-06-01 13:30:00
47,1,1,30.27,81.4,2026-06-01 13:40:00
48,1,1,30.23,65.0,2026-06-01 13:50:00
49,1,1,31.47,65.0,2026-06-01 14:00:00
50,1,1,29.64,65.0,2026-06-01 14:10:00
51,1,1,29.3,65.0,2026-06-01 14:20:00
52,1,1,30.64,,2026-06-01 14:30:00
53,1,1,29.04,63.99,2026-06-01 14:40:00
54,1,1,29.32,65.0,2026-06-01 14:50:00
55,1,1,28.9,65.0,2026-06-01 15:00:00
56,1,1,29.13,64.29,2026-06-01 15:10:00
57,1,1,27.9,65.0,2026-06-01 15:20:00
58,1,1,27.91,65.0,2026-06-01 15:30:00
59,1,1,30.26,65.0,2026-06-01 15:40:00
60,1,1,27.71,65.0,2026-06-01 15:50:00
61,1,1,28.77,65.0,2026-06-01 16:00:00
62,1,1,27.56,65.0,2026-06-01 16:10:00
63,1,1,28.81,65.0,2026-06-01 16:20:00
64,1,1,27.73,65.0,2026-06-01 16:30:00
65,1,1,26.77,65.0,2026-06-01 16:40:00
66,1,1,27.49,65.0,2026-06-01 16:50:00
67,1,1,41.45,65.0,2026-06-01 17:00:00
68,1,1,27.65,65.0,2026-06-01 17:10:00
69,1,1,27.19,63.72,2026-06-01 17:20:00
70,1,1,27.28,64.74,2026-06-01 17:30:00
71,1,1,28.52,65.0,2026-06-01 17:40:00
72,1,1,42.1,62.95,2026-06-01 17:50:00
73,1,1,25.61,65.0,2026-06-01 18:00:00
74,1,1,26.54,64.98,2026-06-01 18:10:00
75,1,1,24.76,65.0,2026-06-01 18:20:00
76,1,1,26.34,61.34,2026-06-01 18:30:00
77,1,1,25.43,63.87,2026-06-01 18:40:00
78,1,1,25.68,62.53,2026-06-01 18:50:00
79,1,1,25.38,62.39,2026-06-01 19:00:00
80,1,1,25.42,65.0,2026-06-01 19:10:00
81,1,1,23.08,61.98,2026-06-01 19:20:00
82,1,1,25.11,62.83,2026-06-01 19:30:00
83,1,1,24.51,92.17,2026-06-01 19:40:00
84,1,1,26.03,58.76,2026-06-01 19:50:00
85,1,1,25.19,60.97,2026-06-01 20:00:00
86,1,1,24.3,59.32,2026-06-01 20:10:00
87,1,1,23.94,63.84,2026-06-01 20:20:00
88,1,1,24.53,64.51,2026-06-01 20:30:00
89,1,1,24.87,61.75,2026-06-01 20:40:00
90,1,1,25.19,61.57,2026-06-01 20:50:00
91,1,1,110.72,59.93,2026-06-01 21:00:00
92,1,1,22.61,61.93,2026-06-01 21:10:00
93,1,1,23.28,62.55,2026-06-01 21:20:00
94,1,1,23.93,63.7,2026-06-01 21:30:00
95,1,1,23.81,56.78,2026-06-01 21:40:00
96,1,1,23.07,57.45,2026-06-01 21:50:00
97,1,1,5.85,62.69,2026-06-01 22:00:00
98,1,1,22.14,59.62,2026-06-01 22:10:00
99,1,1,21.9,58.1,2026-06-01 22:20:00
100,1,1,23.05,61.66,2026-06-01 22:30:00
101,1,1,23.23,54.68,2026-06-01 22:40:00
102,1,1,22.93,59.32,2026-06-01 22:50:00
103,1,1,22.97,62.34,2026-06-01 23:00:00
104,1,1,89.1,57.86,2026-06-01 23:10:00
105,1,1,23.74,59.73,2026-06-01 23:20:00
106,1,1,23.21,57.81,2026-06-01 23:30:00
107,1,1,23.17,-2.29,2026-06-01 23:40:00
108,1,1,21.81,58.59,2026-06-01 23:50:00
109,1,1,22.38,59.64,2026-06-02 00:00:00
110,1,1,23.3,56.75,2026-06-02 00:10:00
111,1,1,22.42,61.84,2026-06-02 00:20:00
112,1,1,21.94,57.24,2026-06-02 00:30:00
113,1,1,22.72,60.6,2026-06-02 00:40:00
114,1,1,22.6,61.6,2026-06-02 00:50:00
115,1,1,23.32,60.67,2026-06-02 01:00:00
116,1,1,23.13,63.69,2026-06-02 01:10:00
117,1,1,22.58,55.09,2026-06-02 01:20:00
118,1,1,24.09,58.25,2026-06-02 01:30:00
119,1,1,22.96,61.86,2026-06-02 01:40:00
120,1,1,21.67,56.82,2026-06-02 01:50:00
121,1,1,21.75,57.83,2026-06-02 02:00:00
122,1,1,23.48,60.57,2026-06-02 02:10:00
123,1,1,23.44,56.81,2026-06-02 02:20:00
124,1,1,21.48,59.86,2026-06-02 02:30:00
125,1,1,23.06,60.8,2026-06-02 02:40:00
126,1,1,24.11,60.29,2026-06-02 02:50:00
127,1,1,24.28,60.61,2026-06-02 03:00:00
128,1,1,24.22,58.89,2026-06-02 03:10:00
129,1,1,23.79,60.85,2026-06-02 03:20:00
130,1,1,23.79,60.85,2026-06-02 03:30:00
131,1,1,24.62,60.25,2026-06-02 03:40:00
132,1,1,24.26,62.61,2026-06-02 03:50:00
133,1,1,22.91,58.53,2026-06-02 04:00:00
134,1,1,23.47,56.64,2026-06-02 04:10:00
135,1,1,24.27,62.99,2026-06-02 04:20:00
136,1,1,24.74,62.07,2026-06-02 04:30:00
137,1,1,,64.53,2026-06-02 04:40:00
138,1,1,25.24,64.78,2026-06-02 04:50:00
139,1,1,25.54,60.59,2026-06-02 05:00:00
140,1,1,25.16,59.51,2026-06-02 05:10:00
141,1,1,25.09,61.96,2026-06-02 05:20:00
142,1,1,106.57,65.0,2026-06-02 05:30:00
143,1,1,26.53,62.82,2026-06-02 05:40:00
144,1,1,24.86,65.0,2026-06-02 05:50:00
145,1,1,26.02,62.43,2026-06-02 06:00:00
146,1,1,25.82,62.4,2026-06-02 06:10:00
147,1,1,27.19,63.54,2026-06-02 06:20:00
148,1,1,27.29,64.84,2026-06-02 06:30:00
149,1,1,28.25,63.64,2026-06-02 06:40:00
150,1,1,26.18,65.0,2026-06-02 06:50:00
151,1,1,27.27,65.0,2026-06-02 07:00:00
152,1,1,28.01,64.67,2026-06-02 07:10:00
153,1,1,28.15,65.0,2026-06-02 07:20:00
154,1,1,29.69,65.0,2026-06-02 07:30:00
155,1,1,28.32,65.0,2026-06-02 07:40:00
156,1,1,13.2,65.0,2026-06-02 07:50:00
157,1,1,27.83,,2026-06-02 08:00:00
158,1,1,26.99,63.81,2026-06-02 08:10:00
159,1,1,15.08,65.0,2026-06-02 08:20:00
160,1,1,28.17,65.0,2026-06-02 08:30:00
161,1,1,28.75,65.0,2026-06-02 08:40:00
162,1,1,29.35,65.0,2026-06-02 08:50:00
163,1,1,29.06,65.0,2026-06-02 09:00:00
164,1,1,28.54,65.0,2026-06-02 09:10:00
165,1,1,31.64,65.0,2026-06-02 09:20:00
166,1,1,30.82,97.21,2026-06-02 09:30:00
167,1,1,29.73,65.0,2026-06-02 09:40:00
168,1,1,29.25,65.0,2026-06-02 09:50:00
169,1,1,29.28,65.0,2026-06-02 10:00:00
170,1,1,30.92,65.0,2026-06-02 10:10:00
171,1,1,29.9,65.0,2026-06-02 10:20:00
172,1,1,29.95,65.0,2026-06-02 10:30:00
173,1,1,28.79,65.0,2026-06-02 10:40:00
174,1,1,28.72,64.97,2026-06-02 10:50:00
175,1,1,31.45,81.2,2026-06-02 11:00:00
176,1,1,28.03,65.0,2026-06-02 11:10:00
177,1,1,16.25,65.0,2026-06-02 11:20:00
178,1,1,29.22,65.0,2026-06-02 11:30:00
179,1,1,30.56,65.0,2026-06-02 11:40:00
180,1,1,31.13,65.0,2026-06-02 11:50:00
181,1,1,31.03,65.0,2026-06-02 12:00:00
182,1,1,31.21,65.0,2026-06-02 12:10:00
183,1,1,29.71,65.0,2026-06-02 12:20:00
184,1,1,31.53,65.0,2026-06-02 12:30:00
185,1,1,31.56,65.0,2026-06-02 12:40:00
186,1,1,31.57,65.0,2026-06-02 12:50:00
187,1,1,30.57,65.0,2026-06-02 13:00:00
188,1,1,30.03,65.0,2026-06-02 13:10:00
189,1,1,29.9,65.0,2026-06-02 13:20:00
190,1,1,28.94,65.0,2026-06-02 13:30:00
191,1,1,29.69,65.0,2026-06-02 13:40:00
192,1,1,28.13,65.0,2026-06-02 13:50:00
193,1,1,28.61,65.0,2026-06-02 14:00:00
194,1,1,30.07,65.0,2026-06-02 14:10:00
195,1,1,29.57,65.0,2026-06-02 14:20:00
196,1,1,29.84,64.92,2026-06-02 14:30:00
197,1,1,30.13,65.0,2026-06-02 14:40:00
198,1,1,29.76,65.0,2026-06-02 14:50:00
199,1,1,29.57,65.0,2026-06-02 15:00:00
200,1,1,29.13,65.0,2026-06-02 15:10:00
201,1,1,28.47,64.06,2026-06-02 15:20:00
202,1,1,27.94,64.17,2026-06-02 15:30:00
203,1,1,28.74,65.0,2026-06-02 15:40:00
204,1,1,28.69,64.04,2026-06-02 15:50:00
205,1,1,29.22,65.0,2026-06-02 16:00:00
206,1,1,28.22,84.48,2026-06-02 16:10:00
207,1,1,28.34,62.07,2026-06-02 16:20:00
208,1,1,27.98,86.34,2026-06-02 16:30:00
209,1,1,26.7,65.0,2026-06-02 16:40:00
210,1,1,28.7,63.82,2026-06-02 16:50:00
211,1,1,27.83,59.28,2026-06-02 17:00:00
212,1,1,26.44,63.29,2026-06-02 17:10:00
213,1,1,26.34,65.0,2026-06-02 17:20:00
214,1,1,28.62,61.08,2026-06-02 17:30:00
215,1,1,26.18,63.68,2026-06-02 17:40:00
216,1,1,27.96,60.53,2026-06-02 17:50:00
217,1,1,26.7,65.0,2026-06-02 18:00:00
218,1,1,25.0,59.96,2026-06-02 18:10:00
219,1,1,25.81,61.25,2026-06-02 18:20:00
220,1,1,26.63,62.55,2026-06-02 18:30:00
221,1,1,24.39,62.87,2026-06-02 18:40:00
222,1,1,25.17,64.16,2026-06-02 18:50:00
223,1,1,24.96,3.23,2026-06-02 19:00:00
224,1,1,25.66,57.8,2026-06-02 19:10:00
225,1,1,25.56,58.89,2026-06-02 19:20:00
226,1,1,25.16,57.89,2026-06-02 19:30:00
227,1,1,25.17,58.92,2026-06-02 19:40:00
228,1,1,23.63,61.75,2026-06-02 19:50:00
229,1,1,24.69,58.89,2026-06-02 20:00:00
230,1,1,25.51,59.04,2026-06-02 20:10:00
231,1,1,24.23,60.27,2026-06-02 20:20:00
232,1,1,23.57,60.49,2026-06-02 20:30:00
233,1,1,23.5,58.54,2026-06-02 20:40:00
234,1,1,24.89,57.11,2026-06-02 20:50:00
235,1,1,21.74,62.25,2026-06-02 21:00:00
236,1,1,25.59,58.05,2026-06-02 21:10:00
237,1,1,21.89,58.09,2026-06-02 21:20:00
238,1,1,21.89,58.09,2026-06-02 21:30:00
239,1,1,23.69,59.47,2026-06-02 21:40:00
240,1,1,21.93,59.69,2026-06-02 21:50:00
241,1,1,24.68,58.51,2026-06-02 22:00:00
242,1,1,22.68,57.77,2026-06-02 22:10:00
243,1,1,23.37,54.48,2026-06-02 22:20:00
244,1,1,22.94,57.07,2026-06-02 22:30:00
245,1,1,24.22,57.41,2026-06-02 22:40:00
246,1,1,24.02,55.47,2026-06-02 22:50:00
247,1,1,23.11,58.24,2026-06-02 23:00:00
248,1,1,21.9,83.43,2026-06-02 23:10:00
249,1,1,22.3,54.11,2026-06-02 23:20:00
250,1,1,22.52,55.64,2026-06-02 23:30:00
251,1,1,22.24,57.25,2026-06-02 23:40:00
252,1,1,21.14,54.16,2026-06-02 23:50:00
253,1,1,22.89,56.33,2026-06-03 00:00:00
254,1,1,20.45,58.94,2026-06-03 00:10:00
255,1,1,22.73,55.94,2026-06-03 00:20:00
256,1,1,21.48,59.06,2026-06-03 00:30:00
257,1,1,22.84,62.17,2026-06-03 00:40:00
258,1,1,22.93,58.21,2026-06-03 00:50:00
259,1,1,22.5,59.11,2026-06-03 01:00:00
260,1,1,23.19,60.03,2026-06-03 01:10:00
261,1,1,22.32,56.72,2026-06-03 01:20:00
262,1,1,22.42,59.24,2026-06-03 01:30:00
263,1,1,24.07,56.82,2026-06-03 01:40:00
264,1,1,22.61,58.45,2026-06-03 01:50:00
265,1,1,22.84,59.82,2026-06-03 02:00:00
266,1,1,21.33,82.46,2026-06-03 02:10:00
267,1,1,22.45,56.3,2026-06-03 02:20:00
268,1,1,23.17,60.48,2026-06-03 02:30:00
269,1,1,23.24,56.31,2026-06-03 02:40:00
270,1,1,23.51,60.61,2026-06-03 02:50:00
271,1,1,22.89,56.83,2026-06-03 03:00:00
272,1,1,24.24,58.35,2026-06-03 03:10:00
273,1,1,24.45,58.92,2026-06-03 03:20:00
274,1,1,24.63,57.04,2026-06-03 03:30:00
275,1,1,24.2,58.85,2026-06-03 03:40:00
276,1,1,23.38,56.32,2026-06-03 03:50:00
277,1,1,25.05,58.92,2026-06-03 04:00:00
278,1,1,41.29,59.61,2026-06-03 04:10:00
279,1,1,22.98,57.0,2026-06-03 04:20:00
280,1,1,24.23,63.1,2026-06-03 04:30:00
281,1,1,25.36,61.91,2026-06-03 04:40:00
282,1,1,24.39,58.33,2026-06-03 04:50:00
283,1,1,25.82,60.88,2026-06-03 05:00:00
284,1,1,26.07,60.59,2026-06-03 05:10:00
285,1,1,26.03,61.49,2026-06-03 05:20:00
286,1,1,26.6,62.99,2026-06-03 05:30:00
287,1,1,24.86,57.09,2026-06-03 05:40:00
288,1,1,27.13,64.17,2026-06-03 05:50:00
289,1,1,25.68,58.28,2026-06-03 06:00:00
290,1,1,26.75,64.07,2026-06-03 06:10:00
291,1,1,28.29,63.44,2026-06-03 06:20:00
292,1,1,26.72,89.19,2026-06-03 06:30:00
293,1,1,26.38,65.0,2026-06-03 06:40:00
294,1,1,28.79,65.0,2026-06-03 06:50:00
295,1,1,26.8,64.94,2026-06-03 07:00:00
296,1,1,28.21,64.31,2026-06-03 07:10:00
297,1,1,28.87,64.89,2026-06-03 07:20:00
298,1,1,28.62,65.0,2026-06-03 07:30:00
299,1,1,28.46,60.44,2026-06-03 07:40:00
300,1,1,28.41,63.08,2026-06-03 07:50:00
301,1,1,27.48,65.0,2026-06-03 08:00:00
302,1,1,30.03,65.0,2026-06-03 08:10:00
303,1,1,29.0,65.0,2026-06-03 08:20:00
304,1,1,28.94,65.0,2026-06-03 08:30:00
305,1,1,28.2,65.0,2026-06-03 08:40:00
306,1,1,29.25,62.59,2026-06-03 08:50:00
307,1,1,29.29,65.0,2026-06-03 09:00:00
308,1,1,30.89,65.0,2026-06-03 09:10:00
309,1,1,29.57,65.0,2026-06-03 09:20:00
310,1,1,29.71,65.0,2026-06-03 09:30:00
311,1,1,28.91,65.0,2026-06-03 09:40:00
312,1,1,29.28,82.95,2026-06-03 09:50:00
313,1,1,30.28,62.5,2026-06-03 10:00:00
314,1,1,29.95,65.0,2026-06-03 10:10:00
315,1,1,30.97,65.0,2026-06-03 10:20:00
316,1,1,30.23,64.65,2026-06-03 10:30:00
317,1,1,29.39,,2026-06-03 10:40:00
318,1,1,30.62,65.0,2026-06-03 10:50:00
319,1,1,31.24,65.0,2026-06-03 11:00:00
320,1,1,31.24,65.0,2026-06-03 11:10:00
321,1,1,30.28,65.0,2026-06-03 11:20:00
322,1,1,30.67,65.0,2026-06-03 11:30:00
323,1,1,29.98,65.0,2026-06-03 11:40:00
324,1,1,30.17,65.0,2026-06-03 11:50:00
325,1,1,30.72,64.34,2026-06-03 12:00:00
326,1,1,30.11,65.0,2026-06-03 12:10:00
327,1,1,29.56,62.35,2026-06-03 12:20:00
328,1,1,28.98,65.0,2026-06-03 12:30:00
329,1,1,30.46,65.0,2026-06-03 12:40:00
330,1,1,31.38,61.11,2026-06-03 12:50:00
331,1,1,30.68,65.0,2026-06-03 13:00:00
332,1,1,29.41,65.0,2026-06-03 13:10:00
333,1,1,29.66,64.45,2026-06-03 13:20:00
334,1,1,29.93,65.0,2026-06-03 13:30:00
335,1,1,31.6,65.0,2026-06-03 13:40:00
336,1,1,31.57,65.0,2026-06-03 13:50:00
337,1,1,31.37,65.0,2026-06-03 14:00:00
338,1,1,29.98,65.0,2026-06-03 14:10:00
339,1,1,,65.0,2026-06-03 14:20:00
340,1,1,29.11,65.0,2026-06-03 14:30:00
341,1,1,29.27,64.31,2026-06-03 14:40:00
342,1,1,30.18,65.0,2026-06-03 14:50:00
343,1,1,29.55,65.0,2026-06-03 15:00:00
344,1,1,11.74,65.0,2026-06-03 15:10:00
345,1,1,28.29,61.74,2026-06-03 15:20:00
346,1,1,28.89,64.61,2026-06-03 15:30:00
347,1,1,28.24,65.0,2026-06-03 15:40:00
348,1,1,27.58,63.25,2026-06-03 15:50:00
349,1,1,28.03,63.78,2026-06-03 16:00:00
350,1,1,28.57,97.59,2026-06-03 16:10:00
351,1,1,28.24,59.68,2026-06-03 16:20:00
352,1,1,43.06,63.23,2026-06-03 16:30:00
353,1,1,27.85,63.49,2026-06-03 16:40:00
354,1,1,28.46,60.6,2026-06-03 16:50:00
355,1,1,26.6,60.42,2026-06-03 17:00:00
356,1,1,27.6,64.87,2026-06-03 17:10:00
357,1,1,26.85,57.15,2026-06-03 17:20:00
358,1,1,25.66,60.26,2026-06-03 17:30:00
359,1,1,26.4,60.89,2026-06-03 17:40:00
360,1,1,26.71,88.52,2026-06-03 17:50:00
361,1,1,25.96,59.52,2026-06-03 18:00:00
362,1,1,26.71,57.95,2026-06-03 18:10:00
363,1,1,26.46,61.0,2026-06-03 18:20:00
364,1,1,25.86,63.74,2026-06-03 18:30:00
365,1,1,25.31,64.46,2026-06-03 18:40:00
366,1,1,25.45,57.56,2026-06-03 18:50:00
367,1,1,25.52,57.74,2026-06-03 19:00:00
368,1,1,24.7,60.46,2026-06-03 19:10:00
369,1,1,25.58,58.21,2026-06-03 19:20:00
370,1,1,25.76,61.55,2026-06-03 19:30:00
371,1,1,25.96,60.09,2026-06-03 19:40:00
372,1,1,25.74,55.06,2026-06-03 19:50:00
373,1,1,24.25,56.89,2026-06-03 20:00:00
374,1,1,24.45,57.28,2026-06-03 20:10:00
375,1,1,,93.37,2026-06-03 20:20:00
376,1,1,23.88,58.2,2026-06-03 20:30:00
377,1,1,23.93,58.76,2026-06-03 20:40:00
378,1,1,24.73,60.99,2026-06-03 20:50:00
379,1,1,23.92,58.7,2026-06-03 21:00:00
380,1,1,22.63,57.19,2026-06-03 21:10:00
381,1,1,24.19,58.94,2026-06-03 21:20:00
382,1,1,23.5,58.83,2026-06-03 21:30:00
383,1,1,23.62,59.32,2026-06-03 21:40:00
384,1,1,23.36,56.08,2026-06-03 21:50:00
385,1,1,23.3,50.81,2026-06-03 22:00:00
386,1,1,23.26,49.25,2026-06-03 22:10:00
387,1,1,21.5,57.35,2026-06-03 22:20:00
388,1,1,37.24,54.02,2026-06-03 22:30:00
389,1,1,22.35,60.74,2026-06-03 22:40:00
390,1,1,22.68,56.99,2026-06-03 22:50:00
391,1,1,23.93,56.37,2026-06-03 23:00:00
392,1,1,21.79,55.82,2026-06-03 23:10:00
393,1,1,22.53,53.26,2026-06-03 23:20:00
394,1,1,22.33,54.46,2026-06-03 23:30:00
395,1,1,40.61,55.98,2026-06-03 23:40:00
396,1,1,22.42,56.33,2026-06-03 23:50:00
397,1,1,22.99,53.87,2026-06-04 00:00:00
398,1,1,21.67,58.08,2026-06-04 00:10:00
399,1,1,22.19,53.04,2026-06-04 00:20:00
400,1,1,22.89,56.81,2026-06-04 00:30:00
401,1,1,43.38,56.36,2026-06-04 00:40:00
402,1,1,23.1,53.13,2026-06-04 00:50:00
403,1,1,22.9,55.37,2026-06-04 01:00:00
404,1,1,22.3,57.77,2026-06-04 01:10:00
405,1,1,23.92,59.68,2026-06-04 01:20:00
406,1,1,23.86,55.94,2026-06-04 01:30:00
407,1,1,23.16,57.77,2026-06-04 01:40:00
408,1,1,23.05,56.58,2026-06-04 01:50:00
409,1,1,23.69,56.3,2026-06-04 02:00:00
410,1,1,22.54,55.69,2026-06-04 02:10:00
411,1,1,23.73,56.64,2026-06-04 02:20:00
412,1,1,23.6,58.09,2026-06-04 02:30:00
413,1,1,23.14,58.39,2026-06-04 02:40:00
414,1,1,23.85,54.54,2026-06-04 02:50:00
415,1,1,24.83,56.15,2026-06-04 03:00:00
416,1,1,22.47,55.21,2026-06-04 03:10:00
417,1,1,23.11,57.55,2026-06-04 03:20:00
418,1,1,23.85,56.94,2026-06-04 03:30:00
419,1,1,24.7,-2.97,2026-06-04 03:40:00
420,1,1,24.84,53.73,2026-06-04 03:50:00
421,1,1,24.21,53.76,2026-06-04 04:00:00
422,1,1,24.68,58.29,2026-06-04 04:10:00
423,1,1,25.65,60.86,2026-06-04 04:20:00
424,1,1,25.13,57.68,2026-06-04 04:30:00
425,1,1,25.52,57.81,2026-06-04 04:40:00
426,1,1,25.3,61.04,2026-06-04 04:50:00
427,1,1,25.02,60.88,2026-06-04 05:00:00
428,1,1,26.18,57.56,2026-06-04 05:10:00
429,1,1,26.58,91.34,2026-06-04 05:20:00
430,1,1,25.29,58.8,2026-06-04 05:30:00
431,1,1,26.59,58.17,2026-06-04 05:40:00
432,1,1,26.68,57.8,2026-06-04 05:50:00
433,1,1,26.34,60.72,2026-06-04 06:00:00
434,1,1,28.63,57.95,2026-06-04 06:10:00
435,1,1,28.03,61.21,2026-06-04 06:20:00
436,1,1,27.35,61.35,2026-06-04 06:30:00
437,1,1,27.55,61.02,2026-06-04 06:40:00
438,1,1,28.53,60.61,2026-06-04 06:50:00
439,1,1,28.44,60.44,2026-06-04 07:00:00
440,1,1,27.65,59.78,2026-06-04 07:10:00
441,1,1,,65.0,2026-06-04 07:20:00
442,1,1,27.97,61.92,2026-06-04 07:30:00
443,1,1,14.14,62.05,2026-06-04 07:40:00
444,1,1,28.53,65.0,2026-06-04 07:50:00
445,1,1,30.75,61.7,2026-06-04 08:00:00
446,1,1,29.8,63.53,2026-06-04 08:10:00
447,1,1,28.67,64.08,2026-06-04 08:20:00
448,1,1,28.98,63.6,2026-06-04 08:30:00
449,1,1,28.74,60.75,2026-06-04 08:40:00
450,1,1,27.97,65.0,2026-06-04 08:50:00
451,1,1,29.11,62.65,2026-06-04 09:00:00
452,1,1,29.46,65.0,2026-06-04 09:10:00
453,1,1,29.71,62.81,2026-06-04 09:20:00
454,1,1,30.65,65.0,2026-06-04 09:30:00
455,1,1,30.17,65.0,2026-06-04 09:40:00
456,1,1,30.87,65.0,2026-06-04 09:50:00
457,1,1,30.46,65.0,2026-06-04 10:00:00
458,1,1,30.46,62.48,2026-06-04 10:10:00
459,1,1,30.69,62.04,2026-06-04 10:20:00
460,1,1,29.56,65.0,2026-06-04 10:30:00
461,1,1,30.93,65.0,2026-06-04 10:40:00
462,1,1,30.1,62.66,2026-06-04 10:50:00
463,1,1,30.1,62.66,2026-06-04 11:00:00
464,1,1,30.47,,2026-06-04 11:10:00
465,1,1,30.15,65.0,2026-06-04 11:20:00
466,1,1,29.67,65.0,2026-06-04 11:30:00
467,1,1,30.49,63.62,2026-06-04 11:40:00
468,1,1,30.31,64.76,2026-06-04 11:50:00
469,1,1,30.28,65.0,2026-06-04 12:00:00
470,1,1,30.42,64.62,2026-06-04 12:10:00
471,1,1,45.73,63.29,2026-06-04 12:20:00
472,1,1,31.57,64.72,2026-06-04 12:30:00
473,1,1,31.47,85.04,2026-06-04 12:40:00
474,1,1,30.41,65.0,2026-06-04 12:50:00
475,1,1,28.51,60.88,2026-06-04 13:00:00
476,1,1,29.88,64.85,2026-06-04 13:10:00
477,1,1,30.81,65.0,2026-06-04 13:20:00
478,1,1,29.89,65.0,2026-06-04 13:30:00
479,1,1,30.95,-3.63,2026-06-04 13:40:00
480,1,1,29.6,65.0,2026-06-04 13:50:00
481,1,1,29.6,65.0,2026-06-04 14:00:00
482,1,1,27.91,61.37,2026-06-04 14:10:00
483,1,1,28.83,63.34,2026-06-04 14:20:00
484,1,1,29.47,60.92,2026-06-04 14:30:00
485,1,1,28.78,62.06,2026-06-04 14:40:00
486,1,1,31.42,65.0,2026-06-04 14:50:00
487,1,1,29.0,62.74,2026-06-04 15:00:00
488,1,1,28.28,59.48,2026-06-04 15:10:00
489,1,1,28.98,61.13,2026-06-04 15:20:00
490,1,1,28.87,59.75,2026-06-04 15:30:00
491,1,1,28.18,63.06,2026-06-04 15:40:00
492,1,1,28.94,63.4,2026-06-04 15:50:00
493,1,1,27.44,64.08,2026-06-04 16:00:00
494,1,1,27.71,63.43,2026-06-04 16:10:00
495,1,1,28.18,59.21,2026-06-04 16:20:00
496,1,1,27.78,62.48,2026-06-04 16:30:00
497,1,1,28.36,61.26,2026-06-04 16:40:00
498,1,1,28.36,61.26,2026-06-04 16:50:00
499,1,1,27.33,93.86,2026-06-04 17:00:00
500,1,1,26.38,59.03,2026-06-04 17:10:00
501,1,1,28.38,58.54,2026-06-04 17:20:00
502,1,1,25.96,59.46,2026-06-04 17:30:00
503,1,1,27.18,88.6,2026-06-04 17:40:00
504,1,1,26.14,58.55,2026-06-04 17:50:00
505,1,1,25.8,64.31,2026-06-04 18:00:00
506,1,1,26.56,61.29,2026-06-04 18:10:00
507,1,1,25.76,58.92,2026-06-04 18:20:00
508,1,1,25.41,53.76,2026-06-04 18:30:00
509,1,1,,89.22,2026-06-04 18:40:00
510,1,1,26.69,58.52,2026-06-04 18:50:00
511,1,1,26.5,59.21,2026-06-04 19:00:00
512,1,1,25.92,56.37,2026-06-04 19:10:00
513,1,1,25.55,59.41,2026-06-04 19:20:00
514,1,1,24.51,58.86,2026-06-04 19:30:00
515,1,1,25.26,56.43,2026-06-04 19:40:00
516,1,1,23.75,54.95,2026-06-04 19:50:00
517,1,1,24.57,57.77,2026-06-04 20:00:00
