id_lote,nombre_lote,estado_lote,tipo_proceso,timestamp,horas_transcurridas,horas_restantes,temperatura_grano,temperatura_ambiental,humedad_grano_raw,presion_hpa,altitud_m,lluvia_analog,lluvia_detectada,lluvia,luz,delta_temp,_es_anomalia,_severidad,_tipo_anomalia,lluvia_sostenida
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:29.063791,,,29.25,30.0,,951.837,524.33,,,0.0,3.33,-0.75,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:29.615607,,,29.25,30.0,,951.868,524.06,,,0.0,1.67,-0.75,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:30.190133,,,29.19,30.01,,951.863,524.101,,,0.0,1.67,-0.8200000000000003,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:30.765980,,,29.19,30.04,,951.839,524.317,,,0.0,3.33,-0.8499999999999979,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:31.318416,,,29.25,30.07,,951.852,524.196,,,0.0,3.33,-0.8200000000000003,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:31.871371,,,29.25,30.07,,951.838,524.32,,,0.0,3.33,-0.8200000000000003,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:32.428195,,,29.25,30.07,,951.833,524.368,,,0.0,3.33,-0.8200000000000003,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:33.007656,,,29.25,30.26,,951.844,524.272,,,0.0,3.33,-1.0100000000000016,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:33.560390,,,29.44,30.43,,951.854,524.181,,,0.0,3.33,-0.9899999999999984,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:34.111557,,,29.69,30.52,,951.827,524.416,,,0.0,2.5,-0.8299999999999983,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:34.670013,,,29.81,30.58,,951.845,524.262,,,0.0,2.5,-0.7699999999999996,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:35.224749,,,29.88,30.6,,951.848,524.236,,,0.0,2.5,-0.7200000000000024,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:35.780536,,,29.94,30.62,,951.882,523.94,,,0.0,2.5,-0.6799999999999997,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:36.346237,,,29.94,30.64,,951.84,524.307,,,0.0,2.5,-0.6999999999999993,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:36.904430,,,30.0,30.65,,951.868,524.063,,,0.0,2.5,-0.6499999999999986,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:37.468241,,,30.06,30.67,,951.858,524.148,,,0.0,2.5,-0.610000000000003,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:38.031710,,,30.06,30.68,,951.921,523.597,,,0.0,2.5,-0.620000000000001,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:38.600272,,,30.06,30.69,,951.896,523.817,,,0.0,1.67,-0.6300000000000026,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:39.159273,,,30.13,30.7,,951.9,524.005,,,0.0,1.67,-0.5700000000000003,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:39.720949,,,30.13,30.71,,951.893,523.844,,,0.0,1.67,-0.5800000000000018,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 03:29:40.299940,,,30.13,30.71,,951.923,523.578,,,0.0,1.67,-0.5800000000000018,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:04:39.942256,,,31.69,33.73,,953.695,508.074,,,0.0,1.67,-2.039999999999996,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:04:41.049183,,,31.69,33.73,,953.695,508.074,,,0.0,1.67,-2.039999999999996,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:05:36.322112,,,32.13,34.09,,953.696,508.059,,,0.0,4.17,-1.9600000000000009,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:05:41.151539,,,32.13,34.09,,953.696,508.059,,,0.0,4.17,-1.9600000000000009,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:24.951006,,,32.13,34.02,,953.736,507.715,,,0.0,3.33,,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:25.096577,,,33.13,33.98,,953.836,506.841,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:25.781712,,,33.0,34.02,,953.794,507.208,,,0.0,2.5,-1.0200000000000031,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:26.350061,,,33.06,34.0,,953.769,507.427,,,0.0,2.5,-0.9399999999999976,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:26.910887,,,33.06,33.95,,953.818,506.996,,,0.0,2.5,-0.8900000000000006,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:27.471296,,,33.06,33.93,,953.803,507.126,,,0.0,2.5,-0.8699999999999974,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:28.034301,,,33.06,33.98,,953.774,507.385,,,0.0,2.5,-0.9199999999999946,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:28.598579,,,33.06,34.07,,953.834,506.854,,,0.0,2.5,-1.009999999999998,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:29.150430,,,33.06,34.13,,953.828,506.909,,,0.0,2.5,-1.0700000000000005,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:29.714693,,,33.06,33.98,,953.856,506.663,,,0.0,3.33,-0.9199999999999946,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:29.882525,,,33.13,33.97,,953.888,506.386,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:30.280134,,,33.06,33.97,,953.877,506.483,,,0.0,3.33,-0.9099999999999966,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:30.851035,,,33.06,33.97,,953.839,506.81,,,0.0,3.33,-0.9099999999999966,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:31.411467,,,33.06,33.96,,953.874,506.504,,,0.0,3.33,-0.8999999999999986,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:31.989349,,,33.06,33.96,,953.836,506.835,,,0.0,3.33,-0.8999999999999986,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:32.549490,,,33.06,33.97,,953.842,506.783,,,0.0,3.33,-0.9099999999999966,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:33.125419,,,33.06,33.97,,953.878,506.475,,,0.0,3.33,-0.9099999999999966,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:33.720688,,,33.06,33.97,,953.872,506.527,,,0.0,3.33,-0.9099999999999966,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:34.300115,,,33.06,33.97,,953.822,506.963,,,0.0,3.33,-0.9099999999999966,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:34.861835,,,33.06,33.97,,953.832,506.87,,,0.0,3.33,-0.9099999999999966,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:35.079352,,,33.13,33.97,,953.841,506.798,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:35.428158,,,33.13,33.97,,953.854,506.686,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:35.988531,,,33.13,33.98,,953.846,506.75,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:36.571178,,,33.13,33.98,,953.853,506.693,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:39.896577,,,33.13,33.97,,953.863,506.607,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:42.439321,,,33.13,33.98,,953.836,506.841,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:42.996831,,,33.13,33.97,,953.888,506.386,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:43.557070,,,33.13,33.97,,953.841,506.798,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:44.114152,,,33.13,33.97,,953.863,506.607,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:44.826414,,,33.13,33.98,,953.874,506.51,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:47.593367,,,33.13,33.98,,953.874,506.51,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:49.931202,,,33.13,33.98,,953.881,506.443,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:52.442716,,,33.13,33.98,,953.881,506.443,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:54.899220,,,33.13,33.98,,953.861,506.623,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:57.437764,,,33.13,33.98,,953.861,506.623,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:17:59.901877,,,33.13,33.98,,953.887,506.39,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:02.448419,,,33.13,33.98,,953.887,506.39,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:04.883500,,,33.19,33.97,,953.83,506.892,,,0.0,3.33,-0.7800000000000011,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:07.448379,,,33.19,33.97,,953.83,506.892,,,0.0,3.33,-0.7800000000000011,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:13.654231,,,33.13,33.97,,953.863,506.607,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:14.802191,,,33.13,33.97,,953.845,506.761,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:17.438198,,,33.13,33.97,,953.863,506.607,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:17.993474,,,33.13,33.97,,953.845,506.761,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:19.902233,,,33.13,33.97,,953.873,506.516,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:22.433264,,,33.13,33.97,,953.873,506.516,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:25.105541,,,33.19,33.97,,953.871,506.532,,,0.0,3.33,-0.7800000000000011,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:27.435488,,,33.19,33.97,,953.871,506.532,,,0.0,3.33,-0.7800000000000011,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:29.898022,,,33.13,33.98,,953.842,506.784,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:32.432342,,,33.13,33.98,,953.842,506.784,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:34.879414,,,33.13,33.97,,953.907,506.216,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:37.436864,,,33.13,33.97,,953.907,506.216,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:39.892097,,,33.13,33.97,,953.895,506.325,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:42.449480,,,33.13,33.97,,953.895,506.325,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:44.887231,,,33.13,33.97,,953.84,506.806,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:47.443151,,,33.13,33.97,,953.84,506.806,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:49.889752,,,33.13,33.97,,953.846,506.753,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:52.500261,,,33.13,33.97,,953.846,506.753,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:54.882627,,,33.13,33.97,,953.862,506.614,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:57.439512,,,33.13,33.97,,953.862,506.614,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:18:59.898678,,,33.13,33.98,,953.868,506.555,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:02.470513,,,33.13,33.98,,953.868,506.555,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:04.933840,,,33.19,33.98,,953.867,506.566,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:07.445965,,,33.19,33.98,,953.867,506.566,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:09.881250,,,33.19,33.99,,953.847,506.739,,,0.0,3.33,-0.8000000000000043,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:12.434078,,,33.19,33.99,,953.847,506.739,,,0.0,3.33,-0.8000000000000043,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:14.916743,,,33.19,33.98,,953.843,506.773,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:17.436420,,,33.19,33.98,,953.843,506.773,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:19.894202,,,33.13,33.98,,953.865,506.585,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:22.439773,,,33.13,33.98,,953.865,506.585,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:24.986080,,,33.19,33.98,,953.879,506.465,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:27.456417,,,33.19,33.98,,953.879,506.465,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:29.891261,,,33.19,33.98,,953.826,506.924,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:32.440347,,,33.19,33.98,,953.826,506.924,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:34.909727,,,33.19,33.99,,953.855,506.672,,,0.0,3.33,-0.8000000000000043,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:37.442010,,,33.19,33.99,,953.855,506.672,,,0.0,3.33,-0.8000000000000043,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:39.888215,,,33.19,33.99,,953.89,506.368,,,0.0,3.33,-0.8000000000000043,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:42.442355,,,33.19,33.99,,953.89,506.368,,,0.0,3.33,-0.8000000000000043,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:44.892284,,,33.13,34.0,,953.863,506.605,,,0.0,3.33,-0.8699999999999974,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:47.448682,,,33.13,34.0,,953.863,506.605,,,0.0,3.33,-0.8699999999999974,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:49.887220,,,33.19,33.99,,953.855,506.672,,,0.0,3.33,-0.8000000000000043,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:52.442668,,,33.19,33.99,,953.855,506.672,,,0.0,3.33,-0.8000000000000043,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:54.890941,,,33.19,33.99,,953.905,506.24,,,0.0,3.33,-0.8000000000000043,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:19:57.532131,,,33.19,33.99,,953.905,506.24,,,0.0,3.33,-0.8000000000000043,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:02.863969,,,33.13,33.99,,953.86,506.627,,,0.0,3.33,-0.8599999999999994,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:04.897504,,,33.13,33.99,,953.883,506.424,,,0.0,3.33,-0.8599999999999994,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:07.453288,,,33.13,33.99,,953.86,506.627,,,0.0,3.33,-0.8599999999999994,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:08.012825,,,33.13,33.99,,953.883,506.424,,,0.0,3.33,-0.8599999999999994,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:09.883434,,,33.13,33.99,,953.841,506.797,,,0.0,3.33,-0.8599999999999994,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:12.482825,,,33.13,33.99,,953.841,506.797,,,0.0,3.33,-0.8599999999999994,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:14.927327,,,33.19,33.98,,953.876,506.491,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:17.436401,,,33.19,33.98,,953.876,506.491,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:19.887868,,,33.13,33.98,,953.877,506.48,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:22.446284,,,33.13,33.98,,953.877,506.48,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:24.889879,,,33.13,33.97,,953.887,506.397,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:27.434598,,,33.13,33.97,,953.887,506.397,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:29.884551,,,33.13,33.97,,953.904,506.246,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:32.483525,,,33.13,33.97,,953.904,506.246,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
10,Sin vincular - kajve-CA689C,cancelado,lavado,2026-07-19 04:20:42.074507,,,33.13,33.97,,953.905,506.239,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False
